fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.119941307320987,0.45175256479337733,0.26170568373590597,13.45405988417796,0.29027798035896046,39.96991650746676,133.16882127478618,0.9827159618310221,3.580401885921093,1.8444404205248508,10.61548572926689,3
14.457857370509078,1.1296118000188806,0.24697879907199982,15.933627943827446,0.4046618413569933,47.87013027812712,42.753408799981585,0.993074076976179,3.5309245066196917,1.1456488672750964,10.330384673619823,9
12.051933359925457,1.7585970881651758,0.9062545805210367,5.00935797584998,0.3824788555971779,85.60019192701586,175.75496703741484,1.038187206356296,2.6436312979950367,1.5048384893049518,9.23307738752002,1
10.585243326167403,1.4912272841781662,0.2495461998495061,12.497481992139978,0.08541095329994909,34.66043421992932,126.49208542315588,1.0336737849436834,3.8838586073587003,0.984886936350658,12.250866690710415,3
5.716205044866802,1.6324661809367544,0.271949726128631,11.434919662874973,0.08313224017332221,87.09531879640495,39.86873787582131,1.0045449884020003,3.3527083032352296,1.3340622395763888,11.336369123560402,7
5.715939723698229,1.351688396750363,0.7593982624179637,16.65660753576542,0.14140544019500753,9.725308666692458,192.8442309214293,1.0063767439441949,3.0455882817035262,0.8130366873580137,14.059906946268026,3
4.638919733850194,1.4153254725839197,0.44973984245054,18.12174120962521,0.18692661590710824,77.90304528365444,108.48943803371093,1.0173488103487505,3.6348078752429602,0.7420862356138016,8.224767063374408,3
13.527937603524286,1.7134717379741067,0.7767105569551812,0.24313542954773615,0.2101432348901565,84.9072156724189,23.85070585561445,0.9800168703279594,2.886048187602451,1.2408136151051246,12.507075492885885,2
10.612265129175297,0.5743692168324532,0.06536615756438524,13.480398381175853,0.3430516362483392,18.999947630896536,129.09825183886278,0.996887103522662,3.5402647555694804,1.0966334135311646,13.340642149580928,9
11.788798355756501,1.029907430921967,0.4875711936733843,1.0367159823945804,0.03777341176125935,43.60430670484784,58.107792332433945,0.994576226602575,2.559566811358371,1.243165464469966,13.316405984318148,4
4.226429437253827,0.5202979394572442,0.03361360018328263,10.977173301547118,0.02698962507077253,17.384477691701907,162.70175585668747,0.9975338062724834,3.759112056413908,0.7159890463166414,14.202517769668676,6
14.669008373781937,1.9765692151936294,0.06265320345535452,5.752654580873564,0.20203617584251543,70.95380877042756,165.38619397757623,1.036413408977341,3.1722562705319777,0.8605240972705914,13.103236199806458,2
13.156869048804639,1.8937127454045652,0.906437453344411,6.135531990442824,0.35161020914761043,53.99942903810402,195.99999761238576,0.999577169958251,3.4550393715369125,0.35101632913203673,14.494670431533875,9
6.3357302174610375,0.1749109416001612,0.13924537111759516,7.0591700690471315,0.10478331804867645,63.89701132412378,105.3552108946557,0.9934064925435103,2.8318567297100254,0.29409747008997034,10.32859619874624,7
6.000074639278107,1.4405928277798081,0.5324206822752171,12.425848980992203,0.32433719581556336,20.452209728664904,96.44180714827006,1.0152984422555122,3.5156105689876718,0.6562228334114293,11.522465917260801,5
6.017449608387772,1.8579718030897652,0.41109560260070654,6.680999313375384,0.13731578759074675,21.962840343189534,153.16036503483133,1.0405951525460913,3.658360413839915,0.33364434679498234,8.098557642980234,7
